Soort;Code;Naam;Omschrijving;Begindatum;Einddatum;Parent;Informatiedomein
BOUWKUNDIGELEMENTDETAILSOORT;BAD;Bad;Waterhoudend sanitair gebruiksvoorwerp voor persoonlijke hygiëne. Relatie met IFC codering (IfcSanitaryTerminal.BATH);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;BLK;Balk;Horizontaal steunelement in constructies, draagt vloer-, daklasten. Relatie met IFC codering (IfcBeam.BEAM);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;BKO;Balkon;Uitkragend platform aan buitenzijde gebouw, toegankelijk via deur. Relatie met IFC codering (IfcSlab.FLOOR);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;BLU;Balustrade;Rij van balusters (kleine pilaren), dient als afscheiding of reling. Relatie met IFC codering (IfcRailing.BALUSTRADE);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;BEG;Beglazing;Glaswerk in kozijnen van ramen en deuren voor lichtinval en isolatie. Relatie met IFC codering (IfcWindow.WINDOW);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;BOE;Boeiboord;Afwerkingsrand aan de dakrand voor bescherming en esthetiek. Relatie met IFC codering (IfcPlate.SHEET);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;BOI;Boiler;Apparaat voor opwarming en opslag van gebruikswater. Relatie met IFC codering (IfcBoiler);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;BOR;Borstwering;Lage muur aan de rand van een balkon, dak of brug. Relatie met IFC codering (IfcWall.PARAPET);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;BRA;Brandblusser;Draagbaar toestel voor het blussen van beginnende branden. Relatie met IFC codering (IfcFurniture);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;BME;Brandmeldinstallatie;Systeem voor detectie en alarmering van brand in gebouwen. Relatie met IFC codering (IfcSystem.FIREPROTECTION);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;CLO;Closetcombinatie;Complete toiletopstelling inclusief pot, stortbak en soms bidet. Relatie met IFC codering (IfcSanitaryTerminal.TOILETPAN);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;CON;Console;Uitstekend steunelement aan muur voor dragende functies. Relatie met IFC codering (IfcBeam.T-BEAM);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;DAK;Dak;Bovenste afdekking van een gebouw, beschermt tegen weersinvloeden. Relatie met IFC codering (IfcRoof);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;DKA;Dakkapel;Uitbouw op dakvlak, zorgt voor extra ruimte en licht. Relatie met IFC codering (IfcRoof);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;DRA;Dakraam;Raam geplaatst in dak, voor licht en ventilatie. Relatie met IFC codering (IfcWindow.SKYLIGHT);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;DRN;Dakrand;Afwerking aan de rand van het dak voor bescherming en esthetiek. Relatie met IFC codering (IfcRoof);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;DEU;Deur;Beweegbaar element dat toegang biedt of afsluit. Relatie met IFC codering (IfcDoor.DOOR);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;DDR;Deurdranger;Mechanisme dat deuren automatisch sluit na opening. Relatie met IFC codering (IfcBuildingElementProxy);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;DOR;Dorpel;Onderste deel van een deur- of raamkozijn. houdt vocht buiten. Relatie met IFC codering (IfcMember);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;DOU;Douche;Installatie voor lichaamsreiniging door middel van waterstralen. Relatie met IFC codering (IfcSanitaryTerminal.SHOWER);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;EXP;Expansievat;Veiligheidsonderdeel in verwarmingssystemen, vangt drukverschillen op. Relatie met IFC codering (IfcTank.EXPANSION);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;FON;Fontein;Kleine wateruitlaat, vaak decoratief in publieke of privé-ruimtes. Relatie met IFC codering (IfcSanitaryTerminal.SINK);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;GAL;Galerij;Overdekte, open gang langs buitenzijde van een gebouw. Relatie met IFC codering (IfcSlab);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;GAR;Garagedeur;Grote deur specifiek ontworpen voor toegang tot een garage. Relatie met IFC codering (IfcDoor.DOOR);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;GOO;Goot;Kanaal voor afvoer van hemelwater van daken. Relatie met IFC codering (IfcPipeSegment.GUTTER);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;HAN;Handmelder;Handbediend alarmtoestel voor het activeren van brandalarm. Relatie met IFC codering (IfcAlarm.MANUALPULLBOX);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;HEK;Hek;Omheining of afscheiding, vaak van metaal of hout. Relatie met IFC codering (IfcRailing);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;HEL;Hellingbaan;Hellend vlak voor toegang met voertuigen of rolstoelen. Relatie met IFC codering (IfcRamp);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;HEM;Hemelwaterafvoer;Systeem voor afvoer van regenwater van daken naar riolering. Relatie met IFC codering (IfcPipeSegment);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;ISO;Isolatie;Materiaal gebruikt om warmte, geluid of elektriciteit te beperken. Relatie met IFC codering (IfcCovering.INSULATION);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;KAN;Kanteldeur;Deur die kantelt om te openen, vaak gebruikt bij garages. Relatie met IFC codering (IfcDoor.DOOR);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;KAS;Kast;Opbergmeubel met deuren of laden. Relatie met IFC codering (IfcFurniture.SHELF);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;KET;Ketel;Apparaat voor verwarming van water of stoomproductie. Relatie met IFC codering (IfcBoiler);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;KOL;Kolom;Verticaal steunelement in constructies. Relatie met IFC codering (IfcColumn.COLUMN);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;KOZ;Kozijn;Omlijsting waarin deur of raam bevestigd is. Relatie met IFC codering (IfcWindow);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;LEU;Leuning;Steun- of geleidingsreling, vooral bij trappen. Relatie met IFC codering (IfcRailing.HANDRAIL);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;LIC;Lichtkoepel;Doorzichtig element op daken voor daglichttoetreding. Relatie met IFC codering (IfcWindow.LIGHTDOME);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;LST;Lichtstraat;Serie aaneengesloten ramen of koepels op het dak voor lichtinval. Relatie met IFC codering (IfcWindow.LIGHTDOME);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;LIF;Lift;Verticaal transportsysteem voor personen of goederen. Relatie met IFC codering (IfcTransportElement.ELEVATOR);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;LUC;Luchtbehandelingskast;Apparaat voor conditioneren van lucht in gebouwen. Relatie met IFC codering (IfcUnitaryEquipment);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;LFE;Luifel;Overkapping boven deur of raam tegen weersinvloeden. Relatie met IFC codering (IfcRoof);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;LUI;Luik;Afsluitbaar paneel in deur, raam of vloer. Relatie met IFC codering (IfcDoor.TRAPDOOR);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;MEL;Meldsirene;Geluidsapparaat voor waarschuwing bij gevaar, zoals brand. Relatie met IFC codering (IfcAlarm.SIREN);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;NVO;NVO;Niet van toepassing, specificeer term. Relatie met IFC codering (IfcSpace.SPACE);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;PAN;Paneel;Vlak element gebruikt in wanden, deuren of meubels. Relatie met IFC codering (IfcPlate.SHEET);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;PLA;Plafond;Binnenafwerking van bovenzijde ruimte. Relatie met IFC codering (IfcCovering.CEILING);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;POS;Postkast;Kast voor ontvangst van poststukken. Relatie met IFC codering (IfcFurniture);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;PRI;Privacyscherm;Afscheiding bedoeld voor het creëren van privacy. Relatie met IFC codering (IfcFurniture);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;RAA;Raam;Kozijn met glas voor licht en ventilatie. Relatie met IFC codering (IfcWindow.WINDOW);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;RAD;Radiator;Warmtewisselaar voor verwarming van ruimtes. Relatie met IFC codering (IfcSpaceHeater.RADIATOR);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;ROO;Rookmelder;Detectieapparaat voor vroegtijdige waarschuwing bij rookontwikkeling. Relatie met IFC codering (IfcSensor.SMOKESENSOR);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;RST;Rooster;Geperforeerd paneel voor ventilatie of afdekking. Relatie met IFC codering (IfcAirTerminal.GRILLE);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;SST;Schoorsteen;Constructie voor afvoer van rook en verbrandingsgassen. Relatie met IFC codering (IfcChimney);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;SDE;Schuifdeur;Deur die open en dicht gaat door te schuiven. Relatie met IFC codering (IfcDoor.DOOR);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;SPU;Schuifpui;Grote schuifdeur, vaak glas, verbindt binnen met buiten. Relatie met IFC codering (IfcWindow.WINDOW);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;TRA;Trap;Constructie van treden voor verticale verplaatsing. Relatie met IFC codering (IfcStair);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;TLI;Traplift;Hulpmiddel voor het overbruggen van trappen door mindervaliden. Relatie met IFC codering (IfcTransportElement);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;URI;Urinoir;Sanitair voor staand urineren door mannen. Relatie met IFC codering (IfcSanitaryTerminal.URINAL);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;VEN;Ventilatiekap;Afzuigkap boven kookplaat, voert kookdampen af. Relatie met IFC codering (IfcStackTerminal.COWL);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;VRO;Ventilatierooster;Opening in muur of raam voor luchttoe- of afvoer. Relatie met IFC codering (IfcAirTerminal.DIFFUSER);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;VLI;Vliesgevel;Lichtgewicht gevelsysteem, veelal van glas. Relatie met IFC codering (IfcCurtainWall);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;VTR;Vlizotrap;Opvouwbare trap naar zolder of vliering. Relatie met IFC codering (IfcStair);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;VLO;Vloer;Horizontaal steunelement, scheidt verschillende verdiepingen. Relatie met IFC codering (IfcSlab.FLOOR);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;WAN;Wand;Verticaal scheidend element in bouwkundige constructies. Relatie met IFC codering (IfcWallStandardCase);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;WAR;Warmtepomp;Apparaat dat warmte verplaatst voor verwarming of koeling. Relatie met IFC codering (IfcPump);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;WTE;Warmteterugwinning apparaat;Systeem dat warmte uit afvoerlucht hergebruikt voor energie-efficiëntie. Relatie met IFC codering (IfcAirToAirHeatRecovery);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;WAS;Wastafel;Sanitair voor handen wassen en persoonlijke verzorging. Relatie met IFC codering (IfcSanitaryTerminal.WASHHANDBASIN);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;ZPA;Zonnepaneel;Apparaat dat zonlicht omzet in elektriciteit. Relatie met IFC codering (IfcSolarDevice);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;ZON;Zonwering;Extern of intern systeem om zonlicht en warmte te reguleren. Relatie met IFC codering (IfcShadingDevice);08-03-2024;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;AFV;Afvoer;;;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;BAL;Balustrades en leuningen;;;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;BEV;Beveiliging;;;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;BIA;Binnenwandafwerking;;;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;BIN;Binnenwanden;;;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;BIW;Binnenwandopeningen;;;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;BUA;Buitenwandafwerking;;;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;BUI;Buitenwanden;;;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;BUW;Buitenwandopeningen;;;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;COM;Communicatie;;;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;DBE;Dakbedekking;;;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;DOP;Dakopeningen;;;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;ELE;Elektra;;;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;GAS;Gas;;;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;KEU;Keukenvoorzieningen;;;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;LOS;Losse opslaginventaris;;;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;PAF;Plafondafwerking;;;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;SAN;Sanitaire voorzieningen;;;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;SCH;Schilderwerk;;;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;TER;Terrein;;;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;THA;Trap- en hellingafwerking;;;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;VAF;Vloerafwerking;;;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;VEO;Verwarmingsonderdelen;;;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;VER;Verlichting;;;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;VOP;Vloeropeningen;;;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;VTO;Verwarmingstoestellen;;;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTDETAILSOORT;WAT;Waterleiding/hoofdkraan;;;;BOUWKUNDIGELEMENTSOORT.VOO;Vastgoed
BOUWKUNDIGELEMENTPLAATSING;IWV;Individuele WMO voorziening;Het bouwkundig element is aangebracht als individuele WMO voorziening.;22-9-2023;;;Vastgoed
BOUWKUNDIGELEMENTPLAATSING;OVE;Overig;Het bouwkundig element is aangebracht zonder dat deze onder een specifieke regeling (ZAV, WMO) valt.;22-9-2023;;;Vastgoed
BOUWKUNDIGELEMENTPLAATSING;WMO;Wet maatschappelijke ondersteuning;Het bouwkundig element is aangebracht onder de voorwaarden van de Wet Maatschappelijke Ondersteuning.;22-9-2023;;;Vastgoed
BOUWKUNDIGELEMENTPLAATSING;ZAV;Zelf aangebrachte voorziening;Het bouwkundig element is aangebracht als zelf aangebrachte voorziening.;22-9-2023;;;Vastgoed
BOUWKUNDIGELEMENTSOORT;OVE;Overig;;;;;Vastgoed
BOUWKUNDIGELEMENTSOORT;VER;Verwarming;;;;;Vastgoed
BOUWKUNDIGELEMENTSOORT;VOO;Voorziening;;;;;Vastgoed
BOUWKUNDIGELEMENTSOORT;WAT;Warmwater;;;;;Vastgoed
BRANDWERENDHEIDSCORE;15;15 minuten;15 minuten brandwerendheid (Aedes ILS);8-03-2023;;;Vastgoed
BRANDWERENDHEIDSCORE;20;20 minuten;20 minuten brandwerendheid (Aedes ILS);8-03-2023;;;Vastgoed
BRANDWERENDHEIDSCORE;30;30 minuten;30 minuten brandwerendheid (Aedes ILS);8-03-2023;;;Vastgoed
BRANDWERENDHEIDSCORE;45;45 minuten;45 minuten brandwerendheid (Aedes ILS);8-03-2023;;;Vastgoed
BRANDWERENDHEIDSCORE;60;60 minuten;60 minuten brandwerendheid (Aedes ILS);8-03-2023;;;Vastgoed
BRANDWERENDHEIDSCORE;90;90 minuten;90 minuten brandwerendheid (Aedes ILS);8-03-2023;;;Vastgoed
BRANDWERENDHEIDSCORE;120;120 minuten;120 minuten brandwerendheid (Aedes ILS);8-03-2023;;;Vastgoed
BRANDWERENDHEIDSCORE;180;180 minuten;180 minuten brandwerendheid (Aedes ILS);8-03-2023;;;Vastgoed
BRANDWERENDHEIDSCORE;240;240 minuten;240 minuten brandwerendheid (Aedes ILS);8-03-2023;;;Vastgoed
BRANDWERENDHEIDSCORE;360;360 minuten;360 minuten brandwerendheid (Aedes ILS);8-03-2023;;;Vastgoed
BTW;ALG;Algemeen;Over de grondslag (bijvoorbeeld een prijscomponent) is het algemene BTW-tarief van toepassing. Dit tarief wordt ook wel 'Hoog' genoemd.;;;;Overeenkomsten
BTW;NUL;Nul;Over de grondslag (bijvoorbeeld een prijscomponent) is het 0%-tarief voor de BTW van toepassing.;;;;Overeenkomsten
BTW;VER;Verlaagd;Over de grondslag (bijvoorbeeld een prijscomponent) is het verlaagde BTW-tarief van toepassing.;;;;Overeenkomsten
BTW;VRI;Vrijstelling;De grondslag (bijvoorbeeld een prijscomponent) is vrijgesteld van BTW.;;;;Overeenkomsten
BTWAANGIFTESTATUS;DEF;Definitief;;;;;Financiën
BTWAANGIFTESTATUS;IBH;In behandeling;;;;;Financiën
BTWAANGIFTESTATUS;VRL;Voorlopig;;;;;Financiën
BURGERLIJKESTAAT;ACH;Achtergebleven partner;;;;;Relaties
BURGERLIJKESTAAT;GEH;Gehuwd;;;;;Relaties
BURGERLIJKESTAAT;GES;Gescheiden;;;;;Relaties
BURGERLIJKESTAAT;ONG;Ongehuwd;En nooit gehuwd of partnerschap;;;;Relaties
BURGERLIJKESTAAT;PAB;Partnerschap beëindigd;;;;;Relaties
BURGERLIJKESTAAT;PAR;Partnerschap;Geregistreerd partnerschap;;;;Relaties
BURGERLIJKESTAAT;SAM;Samenwonend;Langdurig huishouden voerend;;;;Relaties
BURGERLIJKESTAAT;WED;Weduwe/weduwnaar;;;;;Relaties
CLUSTERSOORT;BUU;Buurt;Cluster van eenheden die samen een buurt vormen, anders dan de officiële CBS-buurt;;;;Vastgoed
CLUSTERSOORT;FIN;Financieel;;;;;Vastgoed
CLUSTERSOORT;MAR;Markt;;;;;Vastgoed
CLUSTERSOORT;OND;Onderhoud;;;;;Vastgoed
CLUSTERSOORT;PRO;Project;;;;;Vastgoed
CLUSTERSOORT;RAY;Rayon;Cluster van eenheden die samen een niet-officieel geografisch gebied, of organisatorische eenheid, vormen;;;;Vastgoed
CLUSTERSOORT;SER;Servicekosten;Cluster van eenheden t.b.v. afrekening servicekosten;;;;Vastgoed
CLUSTERSOORT;STO;Verbruikskosten;Cluster van eenheden t.b.v. afrekening verbruik van water, elektriciteit, gas, warmte.;;;;Vastgoed
CLUSTERSOORT;STR;Strategisch;;;;;Vastgoed
CLUSTERSOORT;VVE;Vereniging van Eigenaars;;;;;Vastgoed
CLUSTERSOORT;WIJ;Wijk;Cluster van eenheden die samen een wijk vormen, anders dan de officiële CBS-wijk;;;;Vastgoed
CLUSTERSOORT;WRD;Waardering;Cluster van eenheden dat wordt gewaardeerd conform de uitgangspunten van het Handboek Marktwaarde Verhuurde Staat (MVS).;;;;Vastgoed
COLLECTIEFOBJECTSOORT;APD;Achterpad;;;;;Vastgoed
COLLECTIEFOBJECTSOORT;CAS;Casco;Gevel e.d.;;;;Vastgoed
COLLECTIEFOBJECTSOORT;CEH;Centrale hal;;;;;Vastgoed
COLLECTIEFOBJECTSOORT;DAK;Dak;;;;;Vastgoed
COLLECTIEFOBJECTSOORT;GAL;Galerij;;;;;Vastgoed
COLLECTIEFOBJECTSOORT;LIF;Lift;;;;;Vastgoed
COLLECTIEFOBJECTSOORT;ONG;Onderdoorgang;;;;;Vastgoed
COLLECTIEFOBJECTSOORT;PAG;Parkeergarage;;;;;Vastgoed
COLLECTIEFOBJECTSOORT;ROR;Recreatie-/ontmoetingsruimte;;;;;Vastgoed
COLLECTIEFOBJECTSOORT;SPP;Speelplaats;;;;;Vastgoed
COLLECTIEFOBJECTSOORT;STK;Stortkoker;;;;;Vastgoed
